question_id,question_text,option_a,option_b,option_c,option_d,correct_option,category,difficulty_level
Q1408,I have a ___ dog.,red,toy,tree,pet,D,Verbal,Medium
Q1409,Pick the word that rhymes with 'stone'.,bone,book,rain,table,A,Verbal,Easy
Q1410,Choose the word closest in meaning to 'keen'.,courteous,compliant,thin,eager,D,Verbal,Easy
Q1411,We eat with a ___ (spoon).,glass,book,chair,spoon,D,Verbal,Medium
Q1412,Choose the word opposite in meaning to 'create'.,destroy,separate,reject,pull,A,Verbal,Easy
Q1413,Pick the word that rhymes with 'boat'.,leaf,coat,car,dog,B,Verbal,Easy
Q1414,Pick the word that rhymes with 'cake'.,rain,moon,table,bake,D,Verbal,Easy
Q1415,She is very ___ (calm).,bright,calm,car,noisy,B,Verbal,Medium
Q1416,Choose the word opposite in meaning to 'connect'.,destroy,exclude,enemy,separate,D,Verbal,Easy
Q1417,Pick the word that rhymes with 'sand'.,leaf,pen,moon,hand,D,Verbal,Easy
Q1418,Choose the word closest in meaning to 'lazy'.,thin,courteous,idle,inexpensive,C,Verbal,Easy
Q1419,Choose the word closest in meaning to 'difficult'.,vacant,thin,inactive,hard,D,Verbal,Easy
Q1420,Choose the word closest in meaning to 'narrow'.,compliant,thin,quiet,peaceful,B,Verbal,Easy
Q1421,Choose the word opposite in meaning to 'build'.,enemy,take,forget,destroy,D,Verbal,Easy
Q1422,Choose the word opposite in meaning to 'learn'.,take,forget,easy,reject,B,Verbal,Easy
Q1423,Choose the word opposite in meaning to 'friend'.,enemy,separate,reject,exclude,A,Verbal,Easy
Q1424,Choose the word closest in meaning to 'rapid'.,quick,smart,eager,idle,A,Verbal,Easy
Q1425,Pick the word that rhymes with 'light'.,night,pen,car,moon,A,Verbal,Easy
Q1426,Choose the word closest in meaning to 'calm'.,peaceful,quick,truthful,renowned,A,Verbal,Easy
Q1427,Pick the word that rhymes with 'star'.,moon,car,book,pen,B,Verbal,Easy
Q1428,Choose the word opposite in meaning to 'give'.,reject,easy,take,decrease,C,Verbal,Easy
Q1429,Pick the word that rhymes with 'green'.,leaf,car,moon,seen,D,Verbal,Easy
Q1430,My shirt is ___ (blue).,green,car,red,blue,D,Verbal,Medium
Q1431,Choose the word opposite in meaning to 'arrive'.,asleep,enemy,leave,pull,C,Verbal,Easy
Q1432,Choose the word closest in meaning to 'bright'.,truthful,vacant,smart,contemporary,C,Verbal,Easy
Q1433,Pick the word that rhymes with 'bell'.,car,stone,sell,king,C,Verbal,Easy
Q1434,Choose the word opposite in meaning to 'accept'.,full,pull,enemy,reject,D,Verbal,Easy
Q1435,Choose the word closest in meaning to 'ancient'.,inactive,old,contemporary,peaceful,B,Verbal,Easy
Q1436,Choose the word closest in meaning to 'famous'.,compliant,hard,kind,renowned,D,Verbal,Easy
Q1437,Choose the word opposite in meaning to 'include'.,decrease,easy,exclude,destroy,C,Verbal,Easy
Q1438,Choose the word closest in meaning to 'empty'.,peaceful,compliant,contemporary,vacant,D,Verbal,Easy
Q1439,Choose the word closest in meaning to 'idle'.,inactive,vacant,hard,thin,A,Verbal,Easy
Q1440,Choose the word closest in meaning to 'jealous'.,peaceful,old,truthful,envious,D,Verbal,Easy
Q1441,Choose the word opposite in meaning to 'push'.,leave,destroy,reject,pull,D,Verbal,Easy
Q1442,Choose the word closest in meaning to 'gentle'.,truthful,eager,quiet,kind,D,Verbal,Easy
Q1443,Choose the word closest in meaning to 'polite'.,courageous,contemporary,inactive,courteous,D,Verbal,Easy
Q1444,Pick the word that rhymes with 'rain'.,king,leaf,train,stone,C,Verbal,Easy
Q1445,Choose the word opposite in meaning to 'borrow'.,forget,reject,destroy,lend,D,Verbal,Easy
Q1446,Choose the word opposite in meaning to 'empty'.,pull,exclude,forget,full,D,Verbal,Easy
Q1447,Choose the word closest in meaning to 'modern'.,quick,old,contemporary,truthful,C,Verbal,Easy
Q1448,Choose the word closest in meaning to 'empty'. (variant 61),contemporary,eager,inactive,vacant,D,Verbal,Easy
Q1449,Choose the word closest in meaning to 'cheap'.,quick,thin,contemporary,inexpensive,D,Verbal,Easy
Q1450,Choose the word closest in meaning to 'obedient'.,compliant,kind,inexpensive,vacant,A,Verbal,Easy
Q1451,Choose the word opposite in meaning to 'difficult'.,forget,easy,asleep,take,B,Verbal,Easy
Q1452,Pick the word that rhymes with 'stone'. (variant 61),car,moon,bone,book,C,Verbal,Easy
Q1453,Pick the word that rhymes with 'bell'. (variant 61),stone,king,sell,moon,C,Verbal,Easy
Q1454,Choose the word opposite in meaning to 'create'. (variant 61),pull,reject,destroy,decrease,C,Verbal,Easy
Q1455,Pick the word that rhymes with 'mile'. (variant 61),style,car,rain,king,A,Verbal,Easy
Q1456,Choose the word closest in meaning to 'obedient'. (variant 61),quiet,inactive,compliant,eager,C,Verbal,Easy
Q1457,Pick the word that rhymes with 'boat'. (variant 61),rain,coat,pen,book,B,Verbal,Easy
Q1458,I have a ___ dog. (variant 61),toy,tree,red,pet,D,Verbal,Medium
Q1459,Pick the word that rhymes with 'bell'. (variant 61),book,rain,sell,dog,C,Verbal,Easy
Q1460,Choose the word closest in meaning to 'gentle'. (variant 61),compliant,inexpensive,hard,kind,D,Verbal,Easy
Q1461,Choose the word opposite in meaning to 'create'. (variant 61),leave,destroy,pull,reject,B,Verbal,Easy
Q1462,Choose the word opposite in meaning to 'difficult'. (variant 61),destroy,leave,separate,easy,D,Verbal,Easy
Q1463,Choose the word closest in meaning to 'jealous'. (variant 61),envious,courteous,compliant,old,A,Verbal,Easy
Q1464,Pick the word that rhymes with 'rain'. (variant 61),train,book,table,pen,A,Verbal,Easy
Q1465,Choose the word closest in meaning to 'honest'. (variant 61),envious,smart,hard,truthful,D,Verbal,Easy
Q1466,Choose the word opposite in meaning to 'include'. (variant 61),asleep,exclude,pull,leave,B,Verbal,Easy
Q1467,Choose the word closest in meaning to 'gentle'. (variant 61),peaceful,kind,envious,inexpensive,B,Verbal,Easy
Q1468,I have a ___ dog. (variant 61),toy,red,book,pet,D,Verbal,Medium
Q1469,Choose the word closest in meaning to 'obedient'. (variant 61),compliant,renowned,old,contemporary,A,Verbal,Easy
Q1470,Choose the word closest in meaning to 'obedient'. (variant 61),compliant,old,inactive,hard,A,Verbal,Easy
Q1471,Choose the word opposite in meaning to 'connect'. (variant 61),separate,lend,pull,asleep,A,Verbal,Easy
Q1472,We eat with a ___ (spoon). (variant 61),book,chair,spoon,glass,C,Verbal,Medium
Q1473,I have a ___ dog. (variant 61),toy,pet,red,book,B,Verbal,Medium
Q1474,My shirt is ___ (blue). (variant 61),blue,red,green,tree,A,Verbal,Medium
Q1475,Choose the word closest in meaning to 'brave'. (variant 61),courageous,quiet,compliant,old,A,Verbal,Easy
Q1476,Choose the word closest in meaning to 'idle'. (variant 61),inactive,peaceful,eager,old,A,Verbal,Easy
Q1477,My shirt is ___ (blue). (variant 61),green,red,blue,tree,C,Verbal,Medium
Q1478,She is very ___ (calm). (variant 61),calm,tree,bright,noisy,A,Verbal,Medium
Q1479,Choose the word closest in meaning to 'modern'. (variant 61),quiet,thin,contemporary,idle,C,Verbal,Easy
Q1480,The sun is ___ in the sky. (variant 61),cold,high,car,blue,B,Verbal,Medium
Q1481,Choose the word closest in meaning to 'modern'. (variant 61),eager,smart,old,contemporary,D,Verbal,Easy
Q1482,Choose the word closest in meaning to 'polite'. (variant 61),eager,idle,old,courteous,D,Verbal,Easy
Q1483,Choose the word opposite in meaning to 'connect'. (variant 61),destroy,separate,asleep,reject,B,Verbal,Easy
Q1484,My shirt is ___ (blue). (variant 61),book,blue,red,green,B,Verbal,Medium
Q1485,Choose the word closest in meaning to 'narrow'. (variant 61),thin,inactive,kind,peaceful,A,Verbal,Easy
Q1486,Pick the word that rhymes with 'stone'. (variant 61),pen,rain,bone,book,C,Verbal,Easy
Q1487,Choose the word opposite in meaning to 'build'. (variant 61),enemy,separate,lend,destroy,D,Verbal,Easy
Q1488,Pick the word that rhymes with 'mile'. (variant 61),style,car,book,rain,A,Verbal,Easy
Q1489,My shirt is ___ (blue). (variant 61),red,car,green,blue,D,Verbal,Medium
Q1490,Choose the word opposite in meaning to 'include'. (variant 61),destroy,forget,easy,exclude,D,Verbal,Easy
Q1491,She is very ___ (calm). (variant 61),book,bright,noisy,calm,D,Verbal,Medium
Q1492,Pick the word that rhymes with 'sand'. (variant 61),book,rain,leaf,hand,D,Verbal,Easy
Q1493,Choose the word closest in meaning to 'polite'. (variant 61),thin,courteous,peaceful,quick,B,Verbal,Easy
Q1494,Choose the word closest in meaning to 'calm'. (variant 61),courageous,quiet,peaceful,renowned,C,Verbal,Easy
Q1495,The sun is ___ in the sky. (variant 61),book,blue,high,cold,C,Verbal,Medium
Q1496,I have a ___ dog. (variant 61),pet,book,red,toy,A,Verbal,Medium
Q1497,Choose the word opposite in meaning to 'difficult'. (variant 61),pull,leave,separate,easy,D,Verbal,Easy
Q1498,My shirt is ___ (blue). (variant 61),red,green,tree,blue,D,Verbal,Medium
Q1499,Pick the word that rhymes with 'mile'. (variant 61),king,moon,style,car,C,Verbal,Easy
Q1500,Choose the word opposite in meaning to 'awake'. (variant 61),reject,asleep,enemy,full,B,Verbal,Easy
Q1501,Pick the word that rhymes with 'bell'. (variant 61),book,king,pen,sell,D,Verbal,Easy
Q1502,Choose the word opposite in meaning to 'build'. (variant 61),reject,exclude,destroy,forget,C,Verbal,Easy
Q1503,She is very ___ (calm). (variant 61),bright,noisy,car,calm,D,Verbal,Medium
Q1504,She is very ___ (calm). (variant 61),calm,bright,book,noisy,A,Verbal,Medium
Q1505,Pick the word that rhymes with 'bell'. (variant 61),sell,king,moon,rain,A,Verbal,Easy
Q1506,She is very ___ (calm). (variant 61),tree,calm,noisy,bright,B,Verbal,Medium
Q1507,Pick the word that rhymes with 'sand'. (variant 61),car,book,hand,pen,C,Verbal,Easy
Q1508,She is very ___ (calm). (variant 61),calm,car,bright,noisy,A,Verbal,Medium
Q1509,Choose the word opposite in meaning to 'give'. (variant 61),lend,take,destroy,full,B,Verbal,Easy
Q1510,Choose the word closest in meaning to 'narrow'. (variant 61),idle,hard,thin,eager,C,Verbal,Easy
Q1511,Choose the word opposite in meaning to 'learn'. (variant 61),pull,full,forget,destroy,C,Verbal,Easy
Q1512,Pick the word that rhymes with 'stone'. (variant 61),moon,car,book,bone,D,Verbal,Easy
Q1513,Pick the word that rhymes with 'sand'. (variant 61),hand,king,rain,car,A,Verbal,Easy
Q1514,My shirt is ___ (blue). (variant 61),green,car,blue,red,C,Verbal,Medium
Q1515,Pick the word that rhymes with 'bell'. (variant 61),king,table,moon,sell,D,Verbal,Easy
Q1516,The sun is ___ in the sky. (variant 61),cold,book,high,blue,C,Verbal,Medium
Q1517,Pick the word that rhymes with 'rain'. (variant 61),train,book,moon,stone,A,Verbal,Easy
Q1518,Choose the word closest in meaning to 'difficult'. (variant 61),hard,renowned,courageous,old,A,Verbal,Easy
Q1519,Pick the word that rhymes with 'rain'. (variant 61),moon,dog,train,pen,C,Verbal,Easy
Q1520,I have a ___ dog. (variant 61),pet,toy,red,tree,A,Verbal,Medium
Q1521,Choose the word closest in meaning to 'difficult'. (variant 61),quick,peaceful,contemporary,hard,D,Verbal,Easy
Q1522,My shirt is ___ (blue). (variant 61),green,blue,book,red,B,Verbal,Medium
Q1523,Choose the word closest in meaning to 'gentle'. (variant 61),kind,envious,old,inexpensive,A,Verbal,Easy
Q1524,I have a ___ dog. (variant 61),car,red,toy,pet,D,Verbal,Medium
Q1525,Choose the word closest in meaning to 'silent'. (variant 61),quiet,inactive,kind,peaceful,A,Verbal,Easy
Q1526,Choose the word opposite in meaning to 'increase'. (variant 61),asleep,leave,easy,decrease,D,Verbal,Easy
Q1527,Pick the word that rhymes with 'bell'. (variant 61),book,king,rain,sell,D,Verbal,Easy
Q1528,Pick the word that rhymes with 'star'. (variant 61),car,book,leaf,dog,A,Verbal,Easy
Q1529,Choose the word closest in meaning to 'obedient'. (variant 61),envious,kind,compliant,eager,C,Verbal,Easy
Q1530,Pick the word that rhymes with 'sand'. (variant 61),dog,hand,pen,moon,B,Verbal,Easy
Q1531,Choose the word closest in meaning to 'ancient'. (variant 61),envious,courageous,old,idle,C,Verbal,Easy
Q1532,Choose the word opposite in meaning to 'include'. (variant 61),easy,exclude,take,enemy,B,Verbal,Easy
Q1533,We eat with a ___ (spoon). (variant 61),car,glass,chair,spoon,D,Verbal,Medium
Q1534,We eat with a ___ (spoon). (variant 61),spoon,car,chair,glass,A,Verbal,Medium
Q1535,Choose the word opposite in meaning to 'empty'. (variant 61),exclude,full,easy,leave,B,Verbal,Easy
Q1536,Pick the word that rhymes with 'light'. (variant 61),car,moon,table,night,D,Verbal,Easy
Q1537,Pick the word that rhymes with 'boat'. (variant 61),book,dog,pen,coat,D,Verbal,Easy
Q1538,My shirt is ___ (blue). (variant 61),red,green,car,blue,D,Verbal,Medium
Q1539,Choose the word opposite in meaning to 'increase'. (variant 61),decrease,asleep,take,enemy,A,Verbal,Easy
Q1540,My shirt is ___ (blue). (variant 61),red,green,tree,blue,D,Verbal,Medium
Q1541,Pick the word that rhymes with 'light'. (variant 61),rain,night,pen,table,B,Verbal,Easy
Q1542,Choose the word closest in meaning to 'difficult'. (variant 61),inactive,hard,kind,eager,B,Verbal,Easy
Q1543,We eat with a ___ (spoon). (variant 61),glass,chair,spoon,tree,C,Verbal,Medium
Q1544,We eat with a ___ (spoon). (variant 61),book,spoon,chair,glass,B,Verbal,Medium
Q1545,Choose the word opposite in meaning to 'arrive'. (variant 61),asleep,destroy,leave,pull,C,Verbal,Easy
Q1546,Pick the word that rhymes with 'rain'. (variant 61),dog,leaf,pen,train,D,Verbal,Easy
Q1547,Pick the word that rhymes with 'bell'. (variant 61),car,pen,sell,dog,C,Verbal,Easy
Q1548,Choose the word closest in meaning to 'famous'. (variant 61),vacant,renowned,idle,inactive,B,Verbal,Easy
Q1549,The sun is ___ in the sky. (variant 61),car,blue,cold,high,D,Verbal,Medium
Q1550,Choose the word opposite in meaning to 'empty'. (variant 61),asleep,full,destroy,lend,B,Verbal,Easy
Q1551,Choose the word closest in meaning to 'idle'. (variant 61),inactive,compliant,quick,vacant,A,Verbal,Easy
Q1552,Choose the word closest in meaning to 'rapid'. (variant 61),quick,truthful,courageous,old,A,Verbal,Easy
Q1553,Choose the word opposite in meaning to 'difficult'. (variant 61),easy,separate,leave,full,A,Verbal,Easy
Q1554,Choose the word closest in meaning to 'modern'. (variant 61),quiet,truthful,inactive,contemporary,D,Verbal,Easy
Q1555,Choose the word closest in meaning to 'obedient'. (variant 61),smart,hard,compliant,inexpensive,C,Verbal,Easy
Q1556,I have a ___ dog. (variant 61),pet,toy,red,book,A,Verbal,Medium
Q1557,The sun is ___ in the sky. (variant 61),book,high,blue,cold,B,Verbal,Medium
Q1558,Choose the word closest in meaning to 'idle'. (variant 61),compliant,courteous,idle,inactive,D,Verbal,Easy
Q1559,The sun is ___ in the sky. (variant 61),cold,book,blue,high,D,Verbal,Medium
Q1560,Choose the word opposite in meaning to 'give'. (variant 61),forget,destroy,take,leave,C,Verbal,Easy
Q1561,The sun is ___ in the sky. (variant 61),blue,cold,tree,high,D,Verbal,Medium
Q1562,Pick the word that rhymes with 'star'. (variant 61),pen,king,car,stone,C,Verbal,Easy
Q1563,Choose the word closest in meaning to 'ancient'. (variant 61),envious,old,quiet,quick,B,Verbal,Easy
Q1564,Pick the word that rhymes with 'cake'. (variant 61),bake,book,car,rain,A,Verbal,Easy
Q1565,Pick the word that rhymes with 'sand'. (variant 61),rain,stone,hand,dog,C,Verbal,Easy
Q1566,Pick the word that rhymes with 'green'. (variant 61),moon,dog,table,seen,D,Verbal,Easy
Q1567,Choose the word closest in meaning to 'gentle'. (variant 61),courteous,smart,peaceful,kind,D,Verbal,Easy
Q1568,Choose the word closest in meaning to 'empty'. (variant 61),vacant,renowned,thin,inactive,A,Verbal,Easy
Q1569,Pick the word that rhymes with 'boat'. (variant 61),car,rain,dog,coat,D,Verbal,Easy
Q1570,Choose the word opposite in meaning to 'arrive'. (variant 61),pull,easy,leave,decrease,C,Verbal,Easy
Q1571,The sun is ___ in the sky. (variant 61),tree,cold,blue,high,D,Verbal,Medium
Q1572,We eat with a ___ (spoon). (variant 61),book,chair,glass,spoon,D,Verbal,Medium
Q1573,Choose the word opposite in meaning to 'friend'. (variant 61),enemy,decrease,take,full,A,Verbal,Easy
Q1574,Choose the word closest in meaning to 'brave'. (variant 61),courageous,smart,contemporary,courteous,A,Verbal,Easy
Q1575,Choose the word closest in meaning to 'honest'. (variant 61),courageous,old,peaceful,truthful,D,Verbal,Easy
Q1576,Choose the word opposite in meaning to 'connect'. (variant 61),decrease,forget,separate,enemy,C,Verbal,Easy
Q1577,Choose the word opposite in meaning to 'build'. (variant 61),separate,exclude,destroy,enemy,C,Verbal,Easy
Q1578,My shirt is ___ (blue). (variant 61),blue,red,green,car,A,Verbal,Medium
Q1579,Choose the word opposite in meaning to 'arrive'. (variant 61),easy,leave,destroy,separate,B,Verbal,Easy
Q1580,Pick the word that rhymes with 'boat'. (variant 61),rain,table,car,coat,D,Verbal,Easy
Q1581,Choose the word closest in meaning to 'gentle'. (variant 61),eager,thin,kind,compliant,C,Verbal,Easy
Q1582,Choose the word opposite in meaning to 'create'. (variant 61),leave,exclude,easy,destroy,D,Verbal,Easy
Q1583,Pick the word that rhymes with 'green'. (variant 61),rain,seen,leaf,dog,B,Verbal,Easy
Q1584,We eat with a ___ (spoon). (variant 61),book,chair,spoon,glass,C,Verbal,Medium
Q1585,I have a ___ dog. (variant 61),red,car,pet,toy,C,Verbal,Medium
Q1586,Choose the word closest in meaning to 'keen'. (variant 61),contemporary,truthful,courteous,eager,D,Verbal,Easy
Q1587,The sun is ___ in the sky. (variant 61),high,blue,cold,book,A,Verbal,Medium
Q1588,Pick the word that rhymes with 'light'. (variant 61),dog,leaf,king,night,D,Verbal,Easy
Q1589,My shirt is ___ (blue). (variant 61),blue,car,red,green,A,Verbal,Medium
Q1590,Pick the word that rhymes with 'cake'. (variant 61),book,stone,leaf,bake,D,Verbal,Easy
Q1591,Choose the word closest in meaning to 'gentle'. (variant 61),eager,kind,courteous,envious,B,Verbal,Easy
Q1592,Pick the word that rhymes with 'bell'. (variant 61),moon,king,sell,stone,C,Verbal,Easy
Q1593,I have a ___ dog. (variant 61),pet,tree,toy,red,A,Verbal,Medium
Q1594,Choose the word opposite in meaning to 'friend'. (variant 61),enemy,decrease,full,pull,A,Verbal,Easy
Q1595,Choose the word opposite in meaning to 'awake'. (variant 61),leave,destroy,asleep,enemy,C,Verbal,Easy
Q1596,Pick the word that rhymes with 'bell'. (variant 61),car,rain,sell,book,C,Verbal,Easy
Q1597,Choose the word opposite in meaning to 'accept'. (variant 61),forget,reject,enemy,asleep,B,Verbal,Easy
Q1598,Choose the word closest in meaning to 'obedient'. (variant 61),thin,hard,kind,compliant,D,Verbal,Easy
Q1599,Choose the word opposite in meaning to 'accept'. (variant 61),reject,enemy,leave,full,A,Verbal,Easy
Q1600,Choose the word opposite in meaning to 'create'. (variant 61),lend,reject,asleep,destroy,D,Verbal,Easy
Q1601,"Memorize: 9, 30, 20, 2. Which number was at position 4?",9,2,60,20,B,Memory,Medium
Q1602,"Remember: Magenta, Brown, Orange, Grey. Which was number 4?",Pink,Orange,Brown,Grey,D,Memory,Medium
Q1603,"Remember the sequence: Triangle, Oval, Trapezoid, Rectangle. Which was first?",Trapezoid,Triangle,Rectangle,Hexagon,B,Memory,Medium
Q1604,"Remember: Pineapple, Grapes, Papaya, Orange. Which fruit was number 4?",Papaya,Orange,Cherry,Pineapple,B,Memory,Medium
Q1605,"Remember the sequence: Diamond, Cylinder, Rectangle, Hexagon. Which was fourth?",Circle,Cylinder,Hexagon,Diamond,C,Memory,Medium
Q1606,"Memorize: 4, 7, 23, 43. Which number was at position 1?",43,4,76,7,B,Memory,Medium
Q1607,"Remember the sequence: Octagon, Cylinder, Cone, Triangle. Which was third?",Cone,Star,Octagon,Cylinder,A,Memory,Medium
Q1608,"Remember: Grey, Pink, Purple, Orange. Which was number 2?",Magenta,Grey,Orange,Pink,D,Memory,Medium
Q1609,"Remember: Grey, Brown, Cyan, Purple. Which was number 3?",Grey,Purple,Black,Brown,A,Memory,Medium
Q1610,"Remember: Kiwi, Orange, Mango, Papaya. Which fruit was number 4?",Orange,Peach,Mango,Papaya,D,Memory,Medium
Q1611,"Remember the sequence: Circle, Triangle, Star, Diamond. Which was fourth?",Diamond,Cylinder,Triangle,Circle,A,Memory,Medium
Q1612,"Memorize: 39, 50, 34, 40. Which number was at position 4?",50,34,40,78,C,Memory,Medium
Q1613,"Remember the sequence: Rectangle, Trapezoid, Star, Oval. Which was third?",Trapezoid,Rectangle,Hexagon,Oval,A,Memory,Medium
Q1614,"Remember: Fig, Orange, Pear, Apricot. Which fruit was number 1?",Orange,Pear,Cherry,Apricot,A,Memory,Medium
Q1615,"Remember: Cherry, Kiwi, Papaya, Pear. Which fruit was number 2?",Kiwi,Papaya,Cherry,Mango,A,Memory,Medium
Q1616,"Remember the sequence: Cone, Oval, Octagon, Pentagon. Which was fourth?",Diamond,Pentagon,Oval,Cone,B,Memory,Medium
Q1617,"Memorize: 30, 2, 2, 22. Which number was at position 2?",2,64,22,30,A,Memory,Medium
Q1618,"Remember the sequence: Trapezoid, Star, Hexagon, Diamond. Which was first?",Diamond,Hexagon,Star,Cone,A,Memory,Medium
Q1619,"Remember the sequence: Cylinder, Cone, Octagon, Circle. Which was first?",Diamond,Circle,Cylinder,Cone,C,Memory,Medium
Q1620,"Remember: Yellow, Magenta, Black, Green. Which was number 4?",Blue,Black,Magenta,Yellow,A,Memory,Medium
Q1621,"Remember: Brown, Lime, Orange, Cyan. Which was number 3?",Lime,Orange,Brown,Black,B,Memory,Medium
Q1622,"Remember the sequence: Trapezoid, Cylinder, Octagon, Pentagon. Which was third?",Rectangle,Cylinder,Pentagon,Octagon,D,Memory,Medium
Q1623,"Memorize: 8, 47, 43, 15. Which number was at position 2?",43,15,8,79,A,Memory,Medium
Q1624,"Remember the sequence: Triangle, Oval, Star, Circle. Which was third?",Cone,Oval,Star,Triangle,C,Memory,Medium
Q1625,"Remember: Red, Yellow, Cyan, Green. Which was number 2?",Yellow,Red,Cyan,White,A,Memory,Medium
Q1626,"Remember: Black, Red, White, Yellow. Which was number 4?",Yellow,Pink,Black,White,A,Memory,Medium
Q1627,"Memorize: 43, 24, 22, 33. Which number was at position 4?",43,33,80,24,B,Memory,Medium
Q1628,"Remember: Yellow, Blue, Purple, White. Which was number 1?",Brown,Yellow,White,Blue,B,Memory,Medium
Q1629,"Remember: Papaya, Grapes, Fig, Banana. Which fruit was number 1?",Banana,Mango,Papaya,Fig,C,Memory,Medium
Q1630,"Remember the sequence: Cone, Cylinder, Octagon, Diamond. Which was third?",Cone,Octagon,Diamond,Pentagon,B,Memory,Medium
Q1631,"Remember the sequence: Heart, Octagon, Square, Rectangle. Which was third?",Rectangle,Pentagon,Octagon,Square,D,Memory,Medium
Q1632,"Remember the sequence: Rectangle, Star, Hexagon, Trapezoid. Which was second?",Rectangle,Circle,Hexagon,Star,D,Memory,Medium
Q1633,"Remember the sequence: Square, Heart, Cylinder, Trapezoid. Which was fourth?",Square,Trapezoid,Diamond,Cylinder,B,Memory,Medium
Q1634,"Remember the sequence: Pentagon, Trapezoid, Cylinder, Cone. Which was second?",Trapezoid,Pentagon,Diamond,Cone,A,Memory,Medium
Q1635,"Remember: Fig, Peach, Plum, Grapes. Which fruit was number 2?",Banana,Fig,Grapes,Peach,D,Memory,Medium
Q1636,"Remember the sequence: Rectangle, Octagon, Pentagon, Trapezoid. Which was third?",Trapezoid,Pentagon,Rectangle,Cone,B,Memory,Medium
Q1637,"Memorize: 10, 35, 40, 17. Which number was at position 4?",40,56,10,35,A,Memory,Medium
Q1638,"Remember the sequence: Triangle, Cylinder, Trapezoid, Star. Which was first?",Cone,Cylinder,Triangle,Star,C,Memory,Medium
Q1639,"Remember the sequence: Hexagon, Star, Square, Cylinder. Which was third?",Triangle,Hexagon,Cylinder,Square,D,Memory,Medium
Q1640,"Remember the sequence: Trapezoid, Circle, Octagon, Cylinder. Which was fourth?",Diamond,Circle,Trapezoid,Octagon,A,Memory,Medium
Q1641,"Remember the sequence: Cone, Star, Heart, Triangle. Which was first?",Triangle,Heart,Pentagon,Cone,D,Memory,Medium
Q1642,"Remember the sequence: Pentagon, Rectangle, Trapezoid, Cone. Which was fourth?",Rectangle,Octagon,Trapezoid,Pentagon,A,Memory,Medium
Q1643,"Memorize: 7, 35, 7, 22. Which number was at position 3?",59,22,7,7,C,Memory,Medium
Q1644,"Remember the sequence: Triangle, Trapezoid, Cylinder, Rectangle. Which was third?",Trapezoid,Rectangle,Triangle,Pentagon,A,Memory,Medium
Q1645,"Remember the sequence: Oval, Octagon, Circle, Pentagon. Which was first?",Cone,Oval,Circle,Pentagon,B,Memory,Medium
Q1646,"Remember the sequence: Triangle, Octagon, Pentagon, Rectangle. Which was first?",Octagon,Rectangle,Star,Pentagon,A,Memory,Medium
Q1647,"Remember the sequence: Heart, Cone, Octagon, Cylinder. Which was third?",Cone,Rectangle,Cylinder,Octagon,D,Memory,Medium
Q1648,"Remember: Peach, Apple, Pear, Cherry. Which fruit was number 2?",Cherry,Apple,Pear,Orange,B,Memory,Medium
Q1649,"Remember: Apricot, Cherry, Pineapple, Pear. Which fruit was number 3?",Banana,Cherry,Pear,Apricot,A,Memory,Medium
Q1650,"Memorize: 2, 7, 42, 24. Which number was at position 2?",24,2,51,42,A,Memory,Medium
Q1651,"Memorize: 6, 13, 31, 13. Which number was at position 2?",52,13,31,6,B,Memory,Medium
Q1652,"Remember the sequence: Star, Heart, Triangle, Rectangle. Which was third?",Diamond,Star,Heart,Rectangle,A,Memory,Medium
Q1653,"Remember the sequence: Trapezoid, Oval, Triangle, Cone. Which was third?",Cylinder,Trapezoid,Cone,Triangle,D,Memory,Medium
Q1654,"Remember: Grey, Lime, Red, Yellow. Which was number 2?",Red,Purple,Grey,Yellow,A,Memory,Medium
Q1655,"Remember: Purple, Blue, Magenta, Yellow. Which was number 3?",Purple,Magenta,Pink,Yellow,B,Memory,Medium
Q1656,"Remember: Pear, Papaya, Apricot, Mango. Which fruit was number 1?",Mango,Papaya,Apricot,Grapes,A,Memory,Medium
Q1657,"Remember the sequence: Trapezoid, Triangle, Square, Octagon. Which was third?",Octagon,Square,Circle,Trapezoid,B,Memory,Medium
Q1658,"Remember: Apricot, Kiwi, Papaya, Peach. Which fruit was number 4?",Papaya,Apricot,Kiwi,Plum,A,Memory,Medium
Q1659,"Remember the sequence: Cone, Star, Triangle, Heart. Which was third?",Heart,Trapezoid,Triangle,Star,C,Memory,Medium
Q1660,"Remember the sequence: Star, Trapezoid, Rectangle, Circle. Which was third?",Trapezoid,Pentagon,Rectangle,Circle,C,Memory,Medium
Q1661,"Remember the sequence: Circle, Cylinder, Cone, Oval. Which was first?",Cone,Circle,Cylinder,Diamond,B,Memory,Medium
Q1662,"Remember: White, Grey, Magenta, Pink. Which was number 4?",Pink,Grey,White,Green,A,Memory,Medium
Q1663,"Remember the sequence: Circle, Triangle, Octagon, Rectangle. Which was third?",Diamond,Triangle,Octagon,Circle,C,Memory,Medium
Q1664,"Remember the sequence: Octagon, Triangle, Rectangle, Heart. Which was third?",Rectangle,Octagon,Circle,Heart,A,Memory,Medium
Q1665,"Remember the sequence: Rectangle, Cylinder, Square, Triangle. Which was third?",Triangle,Rectangle,Star,Cylinder,A,Memory,Medium
Q1666,"Remember the sequence: Cone, Rectangle, Heart, Cylinder. Which was second?",Heart,Cylinder,Cone,Pentagon,A,Memory,Medium
